cve_id,category,version,verified,native_success,environment_ready,status,bundle_present,bundle_compose,bundle_readme,poc_materials_total,poc_materials_missing_count,poc_basename_collisions,hash_ok,hash_bad,service_complete,service_empty,service_protocol,service_port,cap_verified_count,cap_inferred_count,cap_unresolvable_refs,guide_present,guide_ready,guide_integrity_ok,reasons
CVE-2017-6920,drupal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-7494,samba,3,True,True,,review_required,True,True,True,1,0,0,6,0,False,True,,,0,0,0,True,True,True,required_service empty; no verified capability grants; environment_ready missing (legacy)
CVE-2017-7504,jboss,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-7525,jackson,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-7529,nginx,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-8046,spring,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-8386,git,3,False,False,False,review_required,True,True,True,2,0,0,9,0,True,False,ssh,22,0,0,0,False,False,False,not verified; native not success; no verified capability grants; environment_ready=false; guide not ready
CVE-2017-8917,joomla,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-9841,phpunit,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2017-9993,ffmpeg,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1000006,electron,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1000533,gitlist,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1000861,jenkins,2,False,,,excluded,True,True,True,1,0,0,6,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-10054,h2database,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1058,postgres,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-10933,libssh,3,True,True,,template_candidate,True,True,True,0,0,0,5,0,True,False,ssh,22,3,0,3,True,True,True,environment_ready missing (legacy)
CVE-2018-12613,phpmyadmin,3,True,True,True,template_anchor,True,True,True,0,0,0,5,0,True,False,http,80,2,0,2,True,True,True,
CVE-2018-1270,spring,2,False,,,excluded,True,True,True,1,0,0,6,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1273,spring,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-1297,jmeter,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-14574,django,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-15473,openssh,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-15685,electron,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-16509,ghostscript,3,True,True,,template_candidate,True,True,True,2,0,0,7,0,True,False,http,8080,3,0,3,True,True,True,environment_ready missing (legacy)
CVE-2018-18778,mini_httpd,3,True,True,True,template_anchor,True,True,True,0,0,0,4,0,True,False,http,8080,1,0,1,True,True,True,
CVE-2018-18925,gogs,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-19475,ghostscript,3,True,True,,review_required,True,True,True,2,0,0,5,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2018-19518,php,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-2628,weblogic,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-2894,weblogic,3,True,True,True,template_anchor,True,True,True,0,0,0,8,0,True,False,http,7001,3,0,3,True,True,True,
CVE-2018-3760,rails,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-7490,uwsgi,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-7600,drupal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-7602,drupal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2018-8715,appweb,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-0193,solr,3,True,True,True,template_anchor,True,True,True,0,0,0,5,0,True,False,http,8983,4,0,4,True,True,True,
CVE-2019-10758,mongo-express,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-11043,php,3,True,True,,template_candidate,True,True,True,1,0,0,6,0,True,False,tcp,9000,3,0,3,True,True,True,environment_ready missing (legacy)
CVE-2019-11581,jira,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-14234,django,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-15107,webmin,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-17558,solr,3,True,True,,review_required,True,True,True,0,0,0,5,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2019-17564,dubbo,2,False,,,excluded,True,True,True,0,0,0,6,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-20933,influxdb,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-3396,confluence,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-5418,rails,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-6116,ghostscript,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-6339,drupal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-6341,drupal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-7238,nexus,2,False,,,excluded,True,True,True,0,0,0,6,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-7609,kibana,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-9053,cmsms,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2019-9193,postgres,3,True,True,,template_candidate,True,True,True,0,0,0,4,0,True,False,postgres,5432,3,0,3,True,True,True,environment_ready missing (legacy)
CVE-2020-10199,nexus,3,True,True,,review_required,True,True,True,1,0,0,5,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2020-10204,nexus,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-11651,saltstack,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-11652,saltstack,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-11981,airflow,2,False,,,excluded,True,True,True,1,0,0,6,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-13942,unomi,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-13945,apisix,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-14882,weblogic,2,False,,,excluded,True,True,True,0,0,0,7,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-15906,tikiwiki,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-16846,saltstack,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-17518,flink,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-17519,flink,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-17526,airflow,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-1938,tomcat,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-1957,shiro,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-35476,opentsdb,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-7012,kibana,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-7247,opensmtpd,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-7961,liferay-portal,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-9402,django,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2020-9496,ofbiz,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-21311,adminer,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-21351,xstream,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-22205,gitlab,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-22911,rocketchat,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-23592,cve_factory_wave1,3,False,False,False,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready=false; guide not ready
CVE-2021-25646,apache-druid,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-26084,confluence,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-26120,cmsms,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-27341,cve_factory_wave1,3,False,False,,review_required,True,True,True,7,0,1,10,0,False,True,,,0,0,0,False,False,False,not verified; native not success; required_service empty; no verified capability grants; poc_material basename collision; environment_ready missing (legacy); guide not ready
CVE-2021-28073,ntopng,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-28164,jetty,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-28169,jetty,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-29441,nacos,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-29442,nacos,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-29505,xstream,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-3129,laravel,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-32568,cve_factory_wave1,3,True,True,False,excluded,False,False,False,0,0,0,0,0,True,False,http,10086,3,0,3,True,True,True,no source_bundle; environment_ready=false
CVE-2021-32682,elfinder,3,True,True,,review_required,True,True,True,0,0,0,7,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2021-34371,neo4j,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-34429,jetty,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-35042,django,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-4034,polkit,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-40438,httpd,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-40822,geoserver,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-41277,metabase,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-41773,httpd,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-42013,httpd,3,True,True,,review_required,True,True,True,0,0,0,6,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2021-42342,goahead,2,False,,,excluded,True,True,True,1,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-42392,h2database,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-43008,adminer,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-43798,grafana,2,False,,,excluded,True,True,True,0,0,0,4,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-44228,log4j,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-45232,apisix,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2021-45788,metersphere,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-0543,redis,3,True,True,,review_required,True,True,True,0,0,0,4,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2022-0778,openssl,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-22947,spring,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-22963,spring,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-22965,spring,3,True,True,,review_required,True,True,True,0,0,0,5,0,False,True,,,3,0,3,True,True,True,required_service empty; environment_ready missing (legacy)
CVE-2022-22978,spring,2,False,,,excluded,False,False,False,0,0,0,0,0,False,True,,,0,0,0,False,False,False,version<3; no source_bundle; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-23221,h2database,2,False,,,excluded,True,True,True,0,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-24706,couchdb,2,False,,,excluded,True,True,True,1,0,0,5,0,False,True,,,0,0,0,False,False,False,version<3; not verified; native not success; required_service empty; no verified capability grants; environment_ready missing (legacy); guide not ready
CVE-2022-24816,geoserver,3,True,True,,review_required,True,True,True,0,0,0,4,0,False,True,,,2,0,2,True,True,True,required_service empty; environment_ready missing (legacy)
